S1,S2,S3,S4,S5,S6,S7,S8
1.008342457,1.021377283,1.029195503,1.002177865,1.001779126,1.025572602,0.999775296,1.012556907
1.009101475,1.021787233,1.029650639,1.001960053,1.000889517,1.026007316,1,1.013035348
1.009253291,1.022299868,1.030004776,1.002395683,1.000444747,1.026550898,1.000449426,1.013502501
1.009708764,1.022607554,1.030207197,1.002395683,1.000667129,1.027094689,1.000674148,1.013843755
1.009860596,1.022658843,1.03035904,1.001742246,1.000667129,1.027638691,1.000449426,1.014141059
1.009405111,1.022710134,1.030612161,1.001306651,1.000667129,1.028346207,0.999775296,1.014429403
1.009253291,1.022966622,1.030865347,1.001524446,1.000667129,1.028890693,1,1.014955178
1.008342457,1.023120541,1.031067942,1.001306651,1.001111911,1.029544353,1.000674148,1.015412662
1.008646052,1.023325797,1.031219915,1.001306651,1.002001543,1.030307341,1.000674148,1.015811166
1.009101475,1.023582417,1.031169255,1.001524446,1.002001543,1.030634462,1.000674148,1.016063613
1.009556936,1.023531088,1.031169255,1.001306651,1.002001543,1.030798051,1.00022471,1.0163569
1.009708764,1.023582417,1.031270578,1.001742246,1.002446394,1.031016199,1.000674148,1.016535686
1.010164273,1.023633747,1.031270578,1.001742246,1.001779126,1.031234381,1.000898875,1.016705777
1.010012433,1.023633747,1.031169255,1.001524446,1.001556715,1.031343485,1.000449426,1.017049844
1.009860596,1.023582417,1.031017289,1.001524446,1.001556715,1.031561717,1.000674148,1.017237193
1.009708764,1.023582417,1.030865347,1.000435527,1.001556715,1.031616281,1.00022471,1.017602972
1.009708764,1.023531088,1.030612161,1,1.001779126,1.031779984,1.000674148,1.018000805
1.009708764,1.023582417,1.030561532,0.999346751,1.00133431,1.031725414,1.001573093,1.018228566
1.009556936,1.023377117,1.03035904,0.998693554,1.001111911,1.03188913,1.001573093,1.018411353
1.009708764,1.023223165,1.030257809,0.997605005,1,1.031998284,1.000449426,1.018375385
1.009253291,1.023069232,1.030105982,0.997169626,1,1.032107447,1.00022471,1.018660881
1.009708764,1.02291532,1.030105982,0.997605005,0.999332923,1.032216618,1,1.018833659
1.009405111,1.022658843,1.030055378,0.997387313,1.000222371,1.032434986,0.999775296,1.019121055
1.009405111,1.022453701,1.030055378,0.997169626,1.000444747,1.032489583,0.999550597,1.019292126
1.009405111,1.022402421,1.030156588,0.997387313,1.000667129,1.032544183,0.999325905,1.019462209
1.009860596,1.022504983,1.030207197,0.997387313,1.000667129,1.032544183,0.999325905,1.01958684
1.009860596,1.022658843,1.030207197,0.997387313,1.000444747,1.032434986,0.999550597,1.019756895
1.010012433,1.022556268,1.030207197,0.998040408,1.000667129,1.032380391,1,1.020053011
1.010012433,1.022453701,1.030510905,0.998475833,1.000667129,1.032434986,1,1.020286454
1.009708764,1.022453701,1.030915992,0.998911281,1,1.032380391,1.000674148,1.020468883
1.009556936,1.022402421,1.031270578,0.998693554,1,1.032380391,1.000898875,1.020639496
1.008949663,1.022453701,1.03152393,0.998693554,0.999777635,1.032380391,1.001348348,1.020923642
1.008342457,1.022351143,1.031625289,0.999129013,0.999777635,1.032325798,1.001348348,1.021289603
1.008342457,1.022299868,1.031980126,0.999129013,0.999777635,1.032325798,1.000898875,1.021688431
1.008494252,1.022351143,1.032385807,0.999129013,0.999332923,1.032325798,1.002022601,1.021981064
1.008797856,1.022453701,1.032791653,0.999564495,0.998443569,1.032216618,1.002247364,1.022155056
1.008797856,1.022504983,1.03304539,1.000435527,0.998665899,1.032325798,1.002696907,1.022328908
1.008949663,1.02291532,1.033299192,1,0.998221245,1.032380391,1.002022601,1.022502017
1.009556936,1.02327448,1.033451503,1.000217761,0.999110576,1.032544183,1.002022601,1.022735203
1.010012433,1.023582417,1.033553057,1.000435527,0.999110576,1.032653388,1.002022601,1.022969686
1.010164273,1.023890433,1.033705408,1.001742246,0.999777635,1.032762601,1.002247364,1.023310593
1.010467967,1.024095821,1.033806987,1.002395683,0.999777635,1.033035672,1.002472133,1.023541549
1.010012433,1.024403969,1.034060981,1.002831335,1.000444747,1.03319954,1.002247364,1.023625391
1.010316118,1.024763576,1.034111788,1.003267011,1.000222371,1.033308796,1.002022601,1.023688015
1.009860596,1.02466082,1.03431504,1.00413843,1,1.033636614,1.002022601,1.024037368
1.009708764,1.024917726,1.034518333,1.004574173,0.999777635,1.034019165,1.002247364,1.024381128
1.009253291,1.025277487,1.034721667,1.00500994,0.999332923,1.034347149,1.002472133,1.024666221
1.009405111,1.025585939,1.034975893,1.005663632,1,1.034729892,1.003146474,1.02483869
1.009253291,1.02589447,1.035230184,1.004574173,0.999332923,1.035003344,1.002696907,1.024852646
1.009253291,1.02630597,1.03512846,1.004574173,0.999332923,1.035222144,1.002696907,1.024855709
1.009405111,1.026666147,1.03512846,1.003920566,0.999110576,1.035495691,1.002247364,1.025028797
1.009708764,1.027026433,1.03512846,1.00413843,0.998888234,1.035769291,1.002247364,1.025258534
1.010012433,1.027180874,1.034975893,1.004356299,0.999332923,1.036207162,1.002696907,1.025488322
1.010619819,1.027386827,1.034721667,1.003484857,0.998888234,1.036699929,1.002247364,1.025551648
1.010467967,1.027592815,1.034467506,1.00413843,0.998888234,1.037192868,1.002022601,1.025667532
1.010619819,1.027798838,1.034213409,1.003484857,0.999555276,1.037685979,1.001123609,1.025842378
1.010771676,1.027798838,1.033959376,1.00304917,1,1.038124444,1.00022471,1.026016121
1.010923537,1.02785035,1.033908577,1.003484857,1.000444747,1.038508213,1.00022471,1.026134063
1.011379145,1.027695822,1.033857781,1.003484857,1.001111911,1.038946934,0.999775296,1.026194609
1.011075402,1.027541314,1.033705408,1.002831335,1.000667129,1.039330926,0.998876538,1.026447879
1.010619819,1.026872011,1.03340073,1.003267011,1.001556715,1.039440657,0.998651863,1.026456645
1.010467967,1.026254524,1.033096145,1.00304917,1.002001543,1.039221203,0.998876538,1.026515238
1.010316118,1.025791618,1.032740913,1.00304917,1.001779126,1.038892086,0.998876538,1.026404828
1.010164273,1.025174687,1.032284371,1.002613506,1.001556715,1.038672717,0.999101218,1.02640956
1.009860596,1.024609446,1.032030827,1.002395683,1.001779126,1.038398554,0.999101218,1.026420147
1.010467967,1.024403969,1.031625289,1.002177865,1.002001543,1.037960004,0.999325905,1.026366033
1.010771676,1.023839091,1.031067942,1.001960053,1.002668829,1.037466797,0.999550597,1.02608341
1.011227272,1.02327448,1.030662793,1.001960053,1.003113715,1.037083311,0.999101218,1.026092758
1.011075402,1.022504983,1.030055378,1.001306651,1.002891269,1.036426148,0.999101218,1.026052165
1.011075402,1.021735981,1.029347192,1.001742246,1.003113715,1.035933477,0.999775296,1.02594886
1.011075402,1.020916257,1.028740574,1.001742246,1.003113715,1.035386266,1.000449426,1.02589539
1.011531022,1.020097093,1.027982818,1.001742246,1.003336166,1.034839267,1.00022471,1.025615905
1.010771676,1.01927849,1.027175177,1.001742246,1.003558624,1.034347149,1,1.025391172
1.011075402,1.018664905,1.026620303,1.001524446,1.002891269,1.033691258,0.999775296,1.025165468
1.010923537,1.018000544,1.026116139,1.002395683,1.003558624,1.033090293,1.00022471,1.025053974
1.010923537,1.017285491,1.025561851,1.002395683,1.003558624,1.032271207,1,1.024774072
1.010619819,1.016366765,1.024957525,1.002831335,1.003336166,1.031561717,1.000898875,1.024438808
1.010164273,1.015499728,1.024102022,1.002831335,1.003558624,1.030961659,1.001348348,1.02410283
1.010012433,1.01463332,1.02339804,1.002395683,1.003113715,1.030361856,1.001573093,1.02376533
1.009708764,1.013716632,1.022694554,1.002831335,1.003781087,1.029762308,1.002022601,1.023486158
1.009708764,1.012902389,1.021991564,1.00304917,1.004003556,1.029217485,1.002696907,1.023275056
1.010012433,1.012597191,1.021590078,1.00304917,1.003781087,1.028945153,1.002921687,1.023005997
1.010316118,1.012139541,1.021038299,1.002831335,1.004003556,1.028945153,1.003371266,1.022779432
1.010164273,1.0114788,1.020486824,1.001960053,1.004670998,1.028945153,1.003146474,1.022519686
1.010619819,1.011275569,1.019985749,1.002177865,1.005115989,1.028727325,1.003820867,1.022299545
1.010619819,1.010970788,1.019685224,1.002395683,1.004448512,1.028618424,1.004045677,1.022130952
1.010316118,1.010818426,1.019284666,1.001960053,1.004448512,1.028455088,1.003820867,1.021795923
1.009860596,1.010513761,1.019084448,1.002395683,1.003558624,1.02829177,1.004045677,1.02163798
1.009405111,1.010310695,1.018734162,1.002613506,1.004226031,1.028128472,1.004495314,1.021412769
1.009556936,1.010259934,1.018534054,1.00304917,1.003781087,1.028128472,1.004045677,1.021074861
1.009405111,1.010158418,1.018434015,1.002613506,1.003781087,1.028019617,1.003820867,1.02101839
1.009860596,1.010209175,1.018383999,1.002831335,1.004003556,1.027965193,1.003146474,1.020862264
1.009253291,1.010259934,1.018383999,1.002831335,1.004003556,1.028019617,1.003596063,1.020809725
1.009405111,1.010158418,1.018233967,1.003267011,1.004448512,1.028128472,1.003596063,1.02070258
1.008949663,1.01000616,1.01803396,1.003267011,1.004893491,1.028182903,1.003596063,1.020426551
