point,voltage1,voltage2,sensor1,sensor2,rawSensor1,rawSensor2,dacVoltage,pulse,waveType,gasType,ppm,timestamp
73,3.20238,0.58513,25619,4681,25619,4681,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:42
74,3.20325,0.58588,25626,4687,25626,4687,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:42
75,3.175,0.58263,25400,4661,25400,4661,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:43
76,3.20525,0.5845,25642,4676,25642,4676,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:43
77,3.20575,0.58575,25646,4686,25646,4686,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:43
78,3.20638,0.58488,25651,4679,25651,4679,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:44
79,3.20663,0.58613,25653,4689,25653,4689,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:44
80,3.192,0.58425,25536,4674,25536,4674,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:44
81,3.209,0.58163,25672,4653,25672,4653,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:45
82,3.209,0.5815,25672,4652,25672,4652,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:45
83,3.2095,0.58513,25676,4681,25676,4681,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:45
84,3.20938,0.58538,25675,4683,25675,4683,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:46
85,3.2105,0.58575,25684,4686,25684,4686,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:46
86,3.21063,0.58313,25685,4665,25685,4665,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:46
87,3.1815,0.58125,25452,4650,25452,4650,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:47
88,3.21238,0.5815,25699,4652,25699,4652,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:47
89,3.21225,0.583,25698,4664,25698,4664,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:48
90,3.21338,0.58563,25707,4685,25707,4685,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:48
91,3.184,0.58563,25472,4685,25472,4685,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:49
92,3.21438,0.58575,25715,4686,25715,4686,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:49
93,3.18438,0.5855,25475,4684,25475,4684,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:49
94,3.21525,0.58163,25722,4653,25722,4653,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:50
95,3.18525,0.58375,25482,4670,25482,4670,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:50
96,3.21613,0.58175,25729,4654,25729,4654,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:51
97,3.19488,0.58113,25559,4649,25559,4649,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:51
98,3.21625,0.582,25730,4656,25730,4656,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:51
99,3.20688,0.58075,25655,4646,25655,4646,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:52
100,3.21613,0.58613,25729,4689,25729,4689,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:52
101,3.21575,0.5835,25726,4668,25726,4668,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:52
102,3.21563,0.586,25725,4688,25725,4688,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:53
103,3.21513,0.58513,25721,4681,25721,4681,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:53
104,3.21575,0.58513,25726,4681,25726,4681,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:54
105,3.21663,0.583,25733,4664,25733,4664,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:54
106,3.18675,0.58513,25494,4681,25494,4681,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:54
107,3.21588,0.58275,25727,4662,25727,4662,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:55
108,3.187,0.58263,25496,4661,25496,4661,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:55
109,3.187,0.58325,25496,4666,25496,4666,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:55
110,3.21613,0.5845,25729,4676,25729,4676,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:56
111,3.2175,0.5855,25740,4684,25740,4684,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:56
112,3.21025,0.58563,25682,4685,25682,4685,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:57
113,3.20813,0.58425,25665,4674,25665,4674,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:57
114,3.21863,0.58225,25749,4658,25749,4658,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:57
115,3.21813,0.58375,25745,4670,25745,4670,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:58
116,3.18813,0.58113,25505,4649,25505,4649,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:58
117,3.2045,0.581,25636,4648,25636,4648,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:58
118,3.2185,0.58138,25748,4651,25748,4651,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:59
119,3.19788,0.582,25583,4656,25583,4656,3.3,255,0,CleanAir,0.0,2026-09-18 23:47:59
120,3.21913,0.58388,25753,4671,25753,4671,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:00
121,3.18838,0.58475,25507,4678,25507,4678,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:00
122,3.218,0.58513,25744,4681,25744,4681,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:00
123,3.18813,0.58563,25505,4685,25505,4685,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:01
124,3.21775,0.58513,25742,4681,25742,4681,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:01
125,3.3915,0.57963,27132,4637,27132,4637,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:01
126,3.4045,0.57913,27236,4633,27236,4633,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:02
127,3.34988,0.58013,26799,4641,26799,4641,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:02
128,3.33488,0.58125,26679,4650,26679,4650,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:02
129,3.30488,0.58088,26439,4647,26439,4647,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:03
130,3.31375,0.57875,26510,4630,26510,4630,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:03
131,3.26263,0.57688,26101,4615,26101,4615,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:03
132,3.272,0.5765,26176,4612,26176,4612,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:04
133,3.22188,0.581,25775,4648,25775,4648,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:04
134,3.23175,0.58088,25854,4647,25854,4647,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:05
135,3.183,0.57788,25464,4623,25464,4623,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:05
136,3.19438,0.57913,25555,4633,25555,4633,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:05
137,3.14763,0.57838,25181,4627,25181,4627,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:06
138,3.16,0.577,25280,4616,25280,4616,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:06
139,3.1145,0.57663,24916,4613,24916,4613,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:06
140,3.12688,0.57788,25015,4623,25015,4623,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:07
141,3.08313,0.57788,24665,4623,24665,4623,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:07
142,3.09538,0.5775,24763,4620,24763,4620,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:07
143,3.0525,0.57575,24420,4606,24420,4606,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:08
144,3.065,0.57788,24520,4623,24520,4623,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:08
145,3.03038,0.58025,24243,4642,24243,4642,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:09
146,3.03725,0.57725,24298,4618,24298,4618,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:09
147,3.0235,0.5785,24188,4628,24188,4628,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:09
148,3.011,0.57625,24088,4610,24088,4610,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:10
149,2.97163,0.57688,23773,4615,23773,4615,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:10
150,2.986,0.5795,23888,4636,23888,4636,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:10
151,2.95325,0.57775,23626,4622,23626,4622,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:11
152,2.96413,0.57775,23713,4622,23713,4622,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:11
153,2.92688,0.57812,23415,4625,23415,4625,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:11
154,2.94313,0.57888,23545,4631,23545,4631,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:12
155,2.91813,0.57888,23345,4631,23345,4631,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:12
156,2.895,0.57738,23160,4619,23160,4619,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:12
157,2.89675,0.57575,23174,4606,23174,4606,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:13
158,2.90313,0.57688,23225,4615,23225,4615,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:13
159,2.88525,0.57688,23082,4615,23082,4615,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:14
160,2.88475,0.57825,23078,4626,23078,4626,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:14
161,2.85225,0.576,22818,4608,22818,4608,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:14
162,2.86875,0.57713,22950,4617,22950,4617,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:15
163,2.8445,0.57713,22756,4617,22756,4617,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:15
164,2.85325,0.5785,22826,4628,22826,4628,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:15
165,2.8235,0.57838,22588,4627,22588,4627,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:16
166,2.83888,0.57938,22711,4635,22711,4635,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:16
167,2.81,0.579,22480,4632,22480,4632,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:16
168,2.79875,0.58088,22390,4647,22390,4647,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:17
169,2.81575,0.5785,22526,4628,22526,4628,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:17
170,2.79763,0.57788,22381,4623,22381,4623,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:18
171,2.8045,0.57613,22436,4609,22436,4609,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:18
172,2.78613,0.57988,22289,4639,22289,4639,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:18
173,2.79263,0.57638,22341,4611,22341,4611,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:19
174,2.76663,0.57575,22133,4606,22133,4606,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:19
175,2.78225,0.57663,22258,4613,22258,4613,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:19
176,2.75225,0.57625,22018,4610,22018,4610,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:20
177,2.74638,0.5775,21971,4620,21971,4620,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:20
178,2.76688,0.577,22135,4616,22135,4616,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:20
179,2.73688,0.57688,21895,4615,21895,4615,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:21
180,2.75825,0.577,22066,4616,22066,4616,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:21
181,2.7295,0.57763,21836,4621,21836,4621,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:21
182,2.7495,0.57688,21996,4615,21996,4615,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:22
183,2.72063,0.57775,21765,4622,21765,4622,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:22
184,2.74225,0.578,21938,4624,21938,4624,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:23
185,2.713,0.581,21704,4648,21704,4648,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:23
186,2.70913,0.5805,21673,4644,21673,4644,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:23
187,2.71688,0.57775,21735,4622,21735,4622,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:24
188,2.727,0.5775,21816,4620,21816,4620,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:24
189,2.72263,0.57638,21781,4611,21781,4611,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:24
190,2.72188,0.57775,21775,4622,21775,4622,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:25
191,2.71688,0.57775,21735,4622,21735,4622,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:25
192,2.69338,0.577,21547,4616,21547,4616,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:26
193,2.71175,0.57738,21694,4619,21694,4619,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:26
194,2.70038,0.5785,21603,4628,21603,4628,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:26
195,2.70513,0.58138,21641,4651,21641,4651,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:27
196,2.70288,0.581,21623,4648,21623,4648,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:27
197,2.70113,0.57812,21609,4625,21609,4625,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:28
198,2.67375,0.57688,21390,4615,21390,4615,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:28
199,2.69563,0.57613,21565,4609,21565,4609,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:28
200,2.67238,0.5765,21379,4612,21379,4612,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:29
201,2.69188,0.5755,21535,4604,21535,4604,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:29
202,2.69025,0.57713,21522,4617,21522,4617,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:29
203,2.6885,0.57913,21508,4633,21508,4633,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:30
204,2.686,0.581,21488,4648,21488,4648,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:30
205,2.68488,0.57775,21479,4622,21479,4622,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:30
206,2.6585,0.57863,21268,4629,21268,4629,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:31
207,2.68188,0.578,21455,4624,21455,4624,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:31
208,2.67913,0.57713,21433,4617,21433,4617,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:32
209,2.672,0.5785,21376,4628,21376,4628,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:32
210,2.67613,0.576,21409,4608,21409,4608,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:33
211,2.65738,0.57625,21259,4610,21259,4610,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:33
212,2.64838,0.5765,21187,4612,21187,4612,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:33
213,2.64925,0.57713,21194,4617,21194,4617,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:34
214,2.67113,0.577,21369,4616,21369,4616,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:34
215,2.6685,0.57913,21348,4633,21348,4633,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:34
216,2.66775,0.57663,21342,4613,21342,4613,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:35
217,2.66738,0.57775,21339,4622,21339,4622,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:35
218,2.66563,0.58163,21325,4653,21325,4653,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:36
219,2.66425,0.57938,21314,4635,21314,4635,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:36
220,2.664,0.57613,21312,4609,21312,4609,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:36
221,2.66325,0.57713,21306,4617,21306,4617,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:37
222,2.65488,0.578,21239,4624,21239,4624,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:37
223,2.6615,0.57725,21292,4618,21292,4618,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:37
224,2.64,0.57713,21120,4617,21120,4617,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:38
225,2.66013,0.57788,21281,4623,21281,4623,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:38
226,2.65875,0.57713,21270,4617,21270,4617,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:39
227,2.63388,0.57863,21071,4629,21071,4629,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:39
228,2.657,0.57812,21256,4625,21256,4625,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:39
229,2.63225,0.578,21058,4624,21058,4624,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:40
230,2.65588,0.57975,21247,4638,21247,4638,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:40
231,2.631,0.58113,21048,4649,21048,4649,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:40
232,2.65438,0.58063,21235,4645,21235,4645,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:41
233,2.65375,0.5805,21230,4644,21230,4644,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:41
234,2.65375,0.5775,21230,4620,21230,4620,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:41
235,2.65313,0.579,21225,4632,21225,4632,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:42
236,2.62825,0.57913,21026,4633,21026,4633,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:42
237,2.65125,0.5815,21210,4652,21210,4652,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:43
238,2.651,0.57625,21208,4610,21208,4610,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:43
239,2.64963,0.57675,21197,4614,21197,4614,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:43
240,2.62575,0.57738,21006,4619,21006,4619,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:44
241,2.64975,0.578,21198,4624,21198,4624,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:44
242,2.64913,0.5775,21193,4620,21193,4620,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:44
243,2.649,0.57825,21192,4626,21192,4626,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:45
244,2.64863,0.57775,21189,4622,21189,4622,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:45
245,2.62288,0.57888,20983,4631,20983,4631,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:45
246,2.64763,0.57638,21181,4611,21181,4611,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:46
247,2.64688,0.5765,21175,4612,21175,4612,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:46
248,2.647,0.57725,21176,4618,21176,4618,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:47
249,2.647,0.57913,21176,4633,21176,4633,0.0,0,0,CleanAir,0.0,2026-09-18 23:48:47
0,2.50425,0.5825,20034,4660,20034,4660,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:47
1,2.51425,0.58525,20114,4682,20114,4682,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:48
2,2.56488,0.58338,20519,4667,20519,4667,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:48
3,2.60388,0.58375,20831,4670,20831,4670,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:48
4,2.6205,0.585,20964,4680,20964,4680,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:49
5,2.66063,0.58488,21285,4679,21285,4679,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:49
6,2.66963,0.58438,21357,4675,21357,4675,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:49
7,2.71275,0.58038,21702,4643,21702,4643,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:50
8,2.71163,0.58075,21693,4646,21693,4646,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:50
9,2.7605,0.58188,22084,4655,22084,4655,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:51
10,2.75725,0.58313,22058,4665,22058,4665,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:51
11,2.8035,0.58263,22428,4661,22428,4661,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:51
12,2.7975,0.583,22380,4664,22380,4664,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:52
13,2.84738,0.58525,22779,4682,22779,4682,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:52
14,2.88313,0.58563,23065,4685,23065,4685,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:53
15,2.894,0.5855,23152,4684,23152,4684,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:53
16,2.91375,0.58325,23310,4666,23310,4666,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:54
17,2.91675,0.58213,23334,4657,23334,4657,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:54
18,2.94188,0.58088,23535,4647,23535,4647,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:54
19,2.94425,0.58113,23554,4649,23554,4649,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:55
20,2.968,0.58163,23744,4653,23744,4653,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:55
21,2.96675,0.5815,23734,4652,23734,4652,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:56
22,2.9755,0.58275,23804,4662,23804,4662,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:56
23,3.01288,0.58525,24103,4682,24103,4682,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:56
24,2.99438,0.58488,23955,4679,23955,4679,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:57
25,3.03113,0.58338,24249,4667,24249,4667,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:57
26,3.012,0.5845,24096,4676,24096,4676,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:58
27,3.04863,0.58213,24389,4657,24389,4657,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:58
28,3.0295,0.57975,24236,4638,24236,4638,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:58
29,3.06675,0.58313,24534,4665,24534,4665,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:59
30,3.04588,0.58375,24367,4670,24367,4670,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:59
31,3.07963,0.58225,24637,4658,24637,4658,3.3,255,0,CleanAir,0.0,2026-09-18 23:48:59
32,3.05825,0.581,24466,4648,24466,4648,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:00
33,3.09188,0.58125,24735,4650,24735,4650,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:00
34,3.07013,0.5815,24561,4652,24561,4652,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:01
35,3.1035,0.58263,24828,4661,24828,4661,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:01
36,3.07875,0.58288,24630,4663,24630,4663,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:01
37,3.11388,0.581,24911,4648,24911,4648,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:02
38,3.09213,0.58538,24737,4683,24737,4683,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:02
39,3.12088,0.5815,24967,4652,24967,4652,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:02
40,3.0985,0.58175,24788,4654,24788,4654,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:03
41,3.13013,0.5815,25041,4652,25041,4652,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:03
42,3.10575,0.5815,24846,4652,24846,4652,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:03
43,3.13825,0.5805,25106,4644,25106,4644,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:04
44,3.11338,0.58163,24907,4653,24907,4653,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:04
45,3.146,0.58288,25168,4663,25168,4663,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:04
46,3.11888,0.58538,24951,4683,24951,4683,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:05
47,3.15238,0.5845,25219,4676,25219,4676,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:05
48,3.1255,0.583,25004,4664,25004,4664,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:06
49,3.1595,0.582,25276,4656,25276,4656,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:06
50,3.13563,0.58075,25085,4646,25085,4646,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:06
51,3.16425,0.582,25314,4656,25314,4656,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:07
52,3.1545,0.58275,25236,4662,25236,4662,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:07
53,3.16875,0.58538,25350,4683,25350,4683,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:07
54,3.17075,0.58538,25366,4683,25366,4683,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:08
55,3.17313,0.58113,25385,4649,25385,4649,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:08
56,3.175,0.58175,25400,4654,25400,4654,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:08
57,3.17563,0.58588,25405,4687,25405,4687,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:09
58,3.14913,0.58388,25193,4671,25193,4671,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:09
59,3.15138,0.5825,25211,4660,25211,4660,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:09
60,3.1825,0.5805,25460,4644,25460,4644,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:10
61,3.1545,0.58125,25236,4650,25236,4650,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:10
62,3.18588,0.58263,25487,4661,25487,4661,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:11
63,3.15763,0.58475,25261,4678,25261,4678,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:11
64,3.18813,0.58438,25505,4675,25505,4675,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:11
65,3.1605,0.58413,25284,4673,25284,4673,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:12
66,3.19088,0.58563,25527,4685,25527,4685,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:12
67,3.1625,0.5855,25300,4684,25300,4684,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:12
68,3.19275,0.581,25542,4648,25542,4648,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:13
69,3.16463,0.58013,25317,4641,25317,4641,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:13
70,3.19613,0.58163,25569,4653,25569,4653,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:13
71,3.16713,0.58175,25337,4654,25337,4654,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:14
72,3.1975,0.58525,25580,4682,25580,4682,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:14
73,3.16875,0.58575,25350,4686,25350,4686,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:15
74,3.19888,0.5825,25591,4660,25591,4660,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:15
75,3.17038,0.58213,25363,4657,25363,4657,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:15
76,3.17113,0.5825,25369,4660,25369,4660,3.3,255,0,CleanAir,0.0,2026-09-18 23:49:16
